ICAO Code,Latitude,Longitude,City
PESH,-31.213,50.5458,Peshawar
FAIS,-13.2085,-160.6432,Faisalabad
QUET,-59.6025,-18.8954,Quetta
RAWA,-57.5802,-11.766,Rawalpindi
GWAD,-1.5762,80.6105,Gwadar
RAWA,-77.1512,15.8466,Rawalpindi
FAIS,87.0115,-102.3758,Faisalabad
GUJR,24.5868,-75.251,Gujranwala
LAHO,-10.7668,-123.269,Lahore
GWAD,36.7573,15.5506,Gwadar
RAWA,58.1348,43.3338,Rawalpindi
RAWA,-57.6535,167.7524,Rawalpindi
LAHO,21.887,81.5793,Lahore
LAHO,-65.3081,137.4676,Lahore
MULT,48.6389,-58.2286,Multan
ISLA,65.7714,-149.2655,Islamabad
QUET,-45.5567,179.2147,Quetta
GWAD,13.4595,75.5995,Gwadar
FAIS,30.6147,34.4616,Faisalabad
ISLA,59.9522,-106.1534,Islamabad
FAIS,66.564,165.8199,Faisalabad
QUET,26.0242,-108.8377,Quetta
GWAD,69.1019,86.3001,Gwadar
GWAD,-12.9946,101.7969,Gwadar
LAHO,-17.7414,-64.2262,Lahore
SUKK,-9.0345,-137.0312,Sukkur
PESH,-51.1722,-160.9197,Peshawar
ISLA,68.0808,154.8504,Islamabad
GUJR,34.7119,143.0209,Gujranwala
PESH,48.7973,-124.6817,Peshawar
PESH,48.413,72.3693,Peshawar
SUKK,53.217,-15.2821,Sukkur
MULT,78.0948,-108.8849,Multan
SUKK,49.1227,-31.6197,Sukkur
PESH,17.7785,107.4248,Peshawar
QUET,72.8985,-79.996,Quetta
ISLA,-14.3501,69.2862,Islamabad
SIAL,86.8227,177.9273,Sialkot
KARA,30.0377,48.2557,Karachi
GUJR,70.1696,-74.5537,Gujranwala
RAWA,26.3795,166.844,Rawalpindi
QUET,79.6122,-161.9244,Quetta
SUKK,-29.0255,-123.663,Sukkur
SIAL,60.303,-42.7409,Sialkot
SIAL,-28.2652,-87.7935,Sialkot
KARA,-78.7399,28.6463,Karachi
RAWA,86.8443,-21.8032,Rawalpindi
FAIS,-65.2015,-146.9532,Faisalabad
KARA,-16.1042,91.6256,Karachi
RAWA,-70.5275,-3.6166,Rawalpindi
SIAL,59.1271,141.6629,Sialkot
MULT,-22.8571,-57.7974,Multan
GUJR,-69.8147,-49.8276,Gujranwala
GWAD,19.8731,-172.6649,Gwadar
ISLA,71.4985,72.6823,Islamabad
GWAD,31.8045,110.6891,Gwadar
ISLA,2.6344,143.7708,Islamabad
QUET,26.2258,45.6753,Quetta
GUJR,17.0829,40.6055,Gujranwala
SUKK,-79.2599,-162.2489,Sukkur
LAHO,-1.2874,-76.2784,Lahore
PESH,-64.8385,-32.0841,Peshawar
KARA,59.0135,-76.1442,Karachi
GUJR,7.9031,70.8822,Gujranwala
PESH,67.6519,157.2418,Peshawar
LAHO,-87.6094,-52.333,Lahore
PESH,89.5719,-79.3945,Peshawar
KARA,73.5172,-36.0605,Karachi
MULT,-9.0303,147.3522,Multan
GUJR,30.7502,8.1725,Gujranwala
SIAL,-32.7306,-31.5837,Sialkot
MULT,-24.973,-73.0304,Multan
MULT,83.5001,63.0576,Multan
GWAD,-40.0773,55.5961,Gwadar
QUET,68.0361,-35.2898,Quetta
MULT,51.237,111.2816,Multan
MULT,-19.4981,21.1845,Multan
LAHO,22.6756,19.6918,Lahore
RAWA,-81.7449,52.9271,Rawalpindi
KARA,-25.2819,-44.6967,Karachi
LAHO,-80.2367,-46.393,Lahore
QUET,89.8093,67.3458,Quetta
PESH,6.8802,-2.682,Peshawar
SUKK,47.1815,-76.167,Sukkur
SUKK,13.5496,91.4869,Sukkur
GUJR,60.5483,23.9934,Gujranwala
ISLA,89.42,-37.762,Islamabad
LAHO,24.7687,-124.7855,Lahore
KARA,-4.6326,95.3893,Karachi
GWAD,19.8937,86.4166,Gwadar
MULT,62.0287,-157.8487,Multan
SIAL,40.7297,88.0702,Sialkot
ISLA,36.4316,47.4029,Islamabad
LAHO,-31.7281,-22.9895,Lahore
MULT,25.6269,169.4943,Multan
FAIS,-23.0311,116.5573,Faisalabad
GWAD,-80.3933,118.2904,Gwadar
FAIS,-27.7421,173.7411,Faisalabad
KARA,-40.0763,-100.4499,Karachi
QUET,-11.4948,-19.2362,Quetta
SUKK,39.462,136.7623,Sukkur
PESH,-54.7701,-52.5857,Peshawar
ISLA,45.1385,-26.5304,Islamabad
MULT,-59.755,-176.9685,Multan
MULT,85.3089,155.8483,Multan
RAWA,-42.9536,-158.6713,Rawalpindi
ISLA,-40.6115,-123.9998,Islamabad
ISLA,-49.655,27.4832,Islamabad
QUET,20.9274,-68.8138,Quetta
LAHO,-68.9668,143.0505,Lahore
KARA,-81.2443,16.8064,Karachi
RAWA,-38.8554,-88.8517,Rawalpindi
QUET,-7.4145,177.9231,Quetta
KARA,-30.6426,32.6757,Karachi
MULT,17.6858,152.3359,Multan
LAHO,-3.7658,-100.4732,Lahore
SIAL,-77.532,-173.864,Sialkot
PESH,0.707,140.557,Peshawar
QUET,1.7373,66.2737,Quetta
QUET,-68.0302,103.4521,Quetta
SIAL,-0.6244,-75.1106,Sialkot
RAWA,7.9225,-60.8886,Rawalpindi
KARA,-69.9442,-154.7996,Karachi
ISLA,23.3481,100.9627,Islamabad
PESH,-67.3243,3.6135,Peshawar
MULT,39.4458,138.5323,Multan
PESH,-43.2651,156.725,Peshawar
SIAL,33.3872,-158.9185,Sialkot
KARA,50.9712,92.3746,Karachi
RAWA,-72.0987,-25.4503,Rawalpindi
KARA,-52.4804,45.8357,Karachi
MULT,-58.4353,171.5524,Multan
RAWA,58.6047,-61.6003,Rawalpindi
KARA,-48.5743,53.1133,Karachi
SIAL,-18.2772,-73.2228,Sialkot
GUJR,33.4295,34.276,Gujranwala
RAWA,-47.8692,-81.2642,Rawalpindi
GUJR,-15.3791,126.9609,Gujranwala
LAHO,-13.2237,-158.2576,Lahore
QUET,-49.7878,-143.4521,Quetta
GWAD,29.0438,105.6629,Gwadar
MULT,14.4557,-60.7772,Multan
QUET,-67.2833,120.4135,Quetta
RAWA,24.69,30.7359,Rawalpindi
SUKK,74.7222,23.707,Sukkur
FAIS,8.1862,-13.097,Faisalabad
KARA,26.5223,-21.3987,Karachi
GUJR,48.034,158.5957,Gujranwala
RAWA,64.568,-1.552,Rawalpindi
PESH,44.5314,-86.5503,Peshawar
MULT,-42.927,127.3385,Multan
PESH,13.0677,-87.7787,Peshawar
KARA,-42.4883,-26.6092,Karachi
LAHO,74.5519,-53.0217,Lahore
ISLA,73.1713,61.6434,Islamabad
SIAL,18.0846,32.3724,Sialkot
RAWA,-21.8294,-20.0122,Rawalpindi
ISLA,1.3959,-166.5665,Islamabad
MULT,-7.4455,90.7641,Multan
SUKK,9.758,174.2107,Sukkur
KARA,10.2175,82.7475,Karachi
RAWA,49.4843,-79.9429,Rawalpindi
GWAD,-13.5222,139.5242,Gwadar
GUJR,-0.6946,-13.7781,Gujranwala
LAHO,-82.6295,94.086,Lahore
PESH,78.1555,167.467,Peshawar
PESH,-36.6969,17.5468,Peshawar
SIAL,-65.8063,-163.0022,Sialkot
FAIS,-89.8188,-133.8618,Faisalabad
LAHO,74.4568,-117.6658,Lahore
SUKK,64.6286,169.2522,Sukkur
SIAL,4.8614,-173.2692,Sialkot
GUJR,87.2753,-164.1186,Gujranwala
LAHO,-74.2649,-49.0478,Lahore
KARA,33.561,-4.6459,Karachi
QUET,-69.2459,-127.4207,Quetta
GWAD,-62.0897,88.9844,Gwadar
QUET,49.3996,164.4148,Quetta
SIAL,15.4136,-16.0366,Sialkot
PESH,-79.2213,-82.6315,Peshawar
LAHO,29.0629,70.0796,Lahore
FAIS,-52.7105,96.8758,Faisalabad
SUKK,-35.9395,131.9175,Sukkur
SUKK,74.6813,14.1214,Sukkur
MULT,-78.9254,-119.8441,Multan
ISLA,15.4856,129.4281,Islamabad
QUET,10.7984,-75.4181,Quetta
ISLA,63.8149,74.5752,Islamabad
ISLA,-30.6495,-109.6131,Islamabad
GWAD,-81.5525,150.9116,Gwadar
SUKK,-60.6725,-120.2034,Sukkur
SIAL,29.8863,-109.0678,Sialkot
FAIS,13.5001,113.0167,Faisalabad
GWAD,51.2278,-6.7766,Gwadar
FAIS,0.8429,23.3965,Faisalabad
KARA,-2.5463,-34.7442,Karachi
ISLA,-20.7557,-106.506,Islamabad
MULT,-4.2549,51.8455,Multan
GUJR,32.0399,22.6344,Gujranwala
RAWA,34.3965,122.3653,Rawalpindi
RAWA,-37.2424,-71.6952,Rawalpindi
LAHO,81.0764,-129.9826,Lahore
QUET,45.8127,-158.6778,Quetta
RAWA,4.8621,-137.0116,Rawalpindi
FAIS,-41.8496,-138.8688,Faisalabad
SIAL,-29.8872,43.0758,Sialkot
PESH,89.4617,120.4621,Peshawar
SUKK,81.2414,102.3687,Sukkur
FAIS,59.5977,-161.5697,Faisalabad
MULT,-82.1337,-124.7998,Multan
KARA,-72.2544,-93.5561,Karachi
GWAD,76.9633,20.3254,Gwadar
RAWA,14.4485,85.4326,Rawalpindi
ISLA,51.8689,150.0687,Islamabad
KARA,-14.68,-126.215,Karachi
SUKK,-51.2014,98.5415,Sukkur
MULT,-22.8162,-172.2244,Multan
LAHO,39.7501,-59.1775,Lahore
MULT,79.268,95.3352,Multan
SUKK,61.2607,15.6574,Sukkur
FAIS,-20.607,44.8591,Faisalabad
GWAD,87.6259,-66.2374,Gwadar
MULT,0.7078,-160.3569,Multan
SIAL,10.7394,-104.8816,Sialkot
RAWA,80.9775,6.4357,Rawalpindi
KARA,-66.3526,-21.2372,Karachi
FAIS,-46.4767,148.3627,Faisalabad
PESH,85.8422,-84.8852,Peshawar
GUJR,-11.9537,-61.1977,Gujranwala
KARA,57.7571,-126.9918,Karachi
GWAD,-44.6813,174.2603,Gwadar
FAIS,85.5339,-71.9845,Faisalabad
KARA,55.8026,-177.6887,Karachi
SIAL,23.0356,-73.7644,Sialkot
GUJR,25.8428,-141.3836,Gujranwala
GUJR,-82.1401,-81.8607,Gujranwala
SIAL,-43.0472,-172.8753,Sialkot
MULT,-76.8574,66.9957,Multan
SIAL,32.6259,-122.2704,Sialkot
LAHO,5.3968,127.4126,Lahore
SUKK,-39.5433,-84.5213,Sukkur
LAHO,-12.7148,179.4832,Lahore
GUJR,1.1424,-8.6193,Gujranwala
GUJR,-39.0398,-143.4545,Gujranwala
GWAD,0.6616,-0.3941,Gwadar
MULT,-8.0866,-96.0095,Multan
SIAL,64.0835,81.8862,Sialkot
ISLA,-28.1626,73.3476,Islamabad
ISLA,1.3913,63.2612,Islamabad
MULT,15.2157,12.6019,Multan
PESH,65.5498,-138.3289,Peshawar
QUET,36.3376,-41.4748,Quetta
MULT,18.4052,-68.3713,Multan
KARA,2.8501,8.265,Karachi
GUJR,-62.995,41.8439,Gujranwala
KARA,49.8134,-168.0318,Karachi
PESH,56.4254,67.6148,Peshawar
MULT,11.2119,-124.4499,Multan
KARA,74.4804,112.6815,Karachi
QUET,-53.8731,-84.6344,Quetta
PESH,66.3232,-91.9856,Peshawar
GUJR,57.8642,-27.4984,Gujranwala
QUET,-32.0881,-102.2615,Quetta
GWAD,63.2799,-19.2337,Gwadar
RAWA,-88.5917,-37.8305,Rawalpindi
GWAD,-86.2813,-68.4986,Gwadar
RAWA,84.4273,55.0662,Rawalpindi
SUKK,61.9722,160.2392,Sukkur
RAWA,-43.8441,2.9151,Rawalpindi
GWAD,23.6883,114.7526,Gwadar
FAIS,-24.547,-131.8495,Faisalabad
PESH,86.0169,176.7463,Peshawar
MULT,-77.5454,-64.2916,Multan
SIAL,-75.6565,-106.3212,Sialkot
ISLA,66.5208,-18.7119,Islamabad
ISLA,87.7369,-158.8874,Islamabad
SIAL,47.2861,-149.8684,Sialkot
QUET,71.3247,97.8234,Quetta
RAWA,72.2047,136.0483,Rawalpindi
GUJR,67.1817,81.2149,Gujranwala
RAWA,-26.1818,-135.9225,Rawalpindi
SIAL,-79.7374,119.2016,Sialkot
RAWA,-17.5943,125.3149,Rawalpindi
SUKK,-23.5711,69.7814,Sukkur
RAWA,67.9221,-94.0548,Rawalpindi
MULT,-36.2245,64.9764,Multan
ISLA,-71.6219,-64.8694,Islamabad
SIAL,0.5398,37.4376,Sialkot
FAIS,-51.3067,-57.378,Faisalabad
SIAL,-54.1278,-60.1407,Sialkot
GWAD,40.9141,-84.4826,Gwadar
KARA,84.4317,165.804,Karachi
GWAD,58.7466,8.3853,Gwadar
LAHO,77.0393,81.8515,Lahore
KARA,58.021,145.9724,Karachi
MULT,-50.1441,-155.3234,Multan
MULT,68.3551,164.8013,Multan
GUJR,10.9543,72.5393,Gujranwala
ISLA,-44.3391,-60.836,Islamabad
PESH,28.6541,-50.5461,Peshawar
MULT,-74.5501,67.7631,Multan
SIAL,-35.2484,90.2009,Sialkot
GUJR,-57.9735,-172.0063,Gujranwala
SIAL,58.1592,-166.0899,Sialkot
ISLA,71.5287,40.8869,Islamabad
ISLA,22.6921,-133.8784,Islamabad
GWAD,30.5588,78.2894,Gwadar
LAHO,-37.4011,47.536,Lahore
KARA,-33.7368,38.3614,Karachi
MULT,55.7599,-30.3568,Multan
KARA,76.5691,-122.6755,Karachi
QUET,-25.1219,43.4417,Quetta
ISLA,63.1799,39.1286,Islamabad
LAHO,51.3669,-25.0786,Lahore
RAWA,-62.0104,4.4103,Rawalpindi
QUET,75.0213,-48.304,Quetta
GWAD,18.0044,-30.1602,Gwadar
SUKK,-6.2437,116.6129,Sukkur
GWAD,55.5706,-126.2343,Gwadar
GWAD,-10.1298,-38.9334,Gwadar
SUKK,80.4598,-118.0784,Sukkur
MULT,47.193,-168.2859,Multan
RAWA,57.5405,-55.5191,Rawalpindi
KARA,23.0632,-59.4323,Karachi
PESH,54.0706,-43.1314,Peshawar
ISLA,61.2133,28.6868,Islamabad
FAIS,66.8646,87.2836,Faisalabad
SIAL,10.4087,-106.1341,Sialkot
ISLA,-22.1017,113.7722,Islamabad
KARA,21.6217,178.726,Karachi
QUET,-65.9498,-66.245,Quetta
LAHO,-18.835,-1.5774,Lahore
GUJR,-8.9094,-85.4788,Gujranwala
QUET,-15.6814,-4.1654,Quetta
ISLA,-73.1329,40.9761,Islamabad
QUET,-76.6995,-76.3681,Quetta
GUJR,17.8101,-105.6258,Gujranwala
MULT,36.7732,102.1933,Multan
RAWA,-86.9682,27.4619,Rawalpindi
SUKK,-38.8284,10.607,Sukkur
KARA,64.5676,17.1593,Karachi
RAWA,67.8527,46.7819,Rawalpindi
PESH,-77.3842,-165.0964,Peshawar
FAIS,74.5739,-90.0728,Faisalabad
SUKK,-19.8971,-21.9299,Sukkur
KARA,-25.2392,-145.5879,Karachi
GWAD,-7.0693,84.869,Gwadar
GWAD,25.9799,110.5838,Gwadar
KARA,84.4197,-31.0559,Karachi
LAHO,85.5083,-72.8269,Lahore
FAIS,88.525,11.9205,Faisalabad
KARA,-33.9643,162.302,Karachi
QUET,-5.8509,77.2743,Quetta
RAWA,-79.3379,121.2838,Rawalpindi
GUJR,8.9397,119.096,Gujranwala
GUJR,-64.8703,38.3885,Gujranwala
KARA,55.5589,-51.0213,Karachi
SIAL,34.4928,8.3835,Sialkot
LAHO,11.4295,75.1101,Lahore
SIAL,88.7133,86.0478,Sialkot
GWAD,70.407,-62.4338,Gwadar
MULT,-60.6643,-158.8998,Multan
MULT,-64.5488,179.5981,Multan
SUKK,42.0758,12.9941,Sukkur
MULT,-23.5054,104.8532,Multan
GWAD,65.511,-123.3544,Gwadar
PESH,29.9298,-138.1224,Peshawar
FAIS,73.5711,27.8051,Faisalabad
ISLA,45.7784,-77.2154,Islamabad
RAWA,54.3425,14.9904,Rawalpindi
QUET,80.5687,162.3989,Quetta
KARA,-47.803,163.0102,Karachi
QUET,-88.683,-74.6115,Quetta
KARA,-64.3164,61.5234,Karachi
RAWA,65.7405,-147.956,Rawalpindi
LAHO,-51.4994,-141.3279,Lahore
MULT,-79.8158,88.7594,Multan
PESH,-48.5212,-168.0581,Peshawar
SUKK,77.598,-112.0984,Sukkur
KARA,44.0448,-150.1126,Karachi
ISLA,68.326,-68.8203,Islamabad
PESH,-17.5888,-79.6038,Peshawar
KARA,42.0556,-136.7771,Karachi
ISLA,-72.9942,-38.607,Islamabad
LAHO,25.5294,54.8215,Lahore
SUKK,81.293,-85.4063,Sukkur
PESH,-43.7783,86.4435,Peshawar
QUET,39.5515,42.1172,Quetta
KARA,-3.8259,36.8177,Karachi
ISLA,-24.2918,36.2362,Islamabad
FAIS,78.5917,27.2667,Faisalabad
MULT,40.8223,-23.1771,Multan
SUKK,-15.7465,-102.897,Sukkur
FAIS,18.3954,-123.8052,Faisalabad
SUKK,-32.9906,-140.1922,Sukkur
MULT,77.3082,-110.4926,Multan
ISLA,-62.7092,116.3263,Islamabad
LAHO,22.5036,-22.5974,Lahore
SIAL,-19.1923,-0.2574,Sialkot
KARA,82.4106,-143.0286,Karachi
LAHO,-57.7669,-33.0348,Lahore
GUJR,-39.5955,38.8332,Gujranwala
RAWA,-58.2379,-48.5172,Rawalpindi
MULT,68.9117,-90.6331,Multan
QUET,79.7049,89.6886,Quetta
FAIS,17.8276,-70.2718,Faisalabad
MULT,-38.6075,42.4987,Multan
FAIS,-51.9039,-6.7579,Faisalabad
SIAL,-58.3002,152.3759,Sialkot
ISLA,-29.7951,6.8608,Islamabad
SUKK,40.3466,-167.8295,Sukkur
MULT,-18.5094,8.1606,Multan
LAHO,-52.8867,38.1517,Lahore
LAHO,-20.2713,-129.1054,Lahore
MULT,69.3939,-158.1504,Multan
GUJR,44.4367,-170.0003,Gujranwala
GUJR,-28.8483,76.9455,Gujranwala
QUET,13.0588,-109.1529,Quetta
LAHO,-22.9249,148.8263,Lahore
QUET,67.1605,-79.9951,Quetta
GWAD,44.9145,-105.5868,Gwadar
SIAL,28.5308,42.0287,Sialkot
QUET,-64.7086,37.7264,Quetta
ISLA,38.641,-86.3181,Islamabad
QUET,-18.9992,14.7556,Quetta
GWAD,39.2798,122.3324,Gwadar
FAIS,-1.5615,22.7314,Faisalabad
KARA,30.3063,63.2246,Karachi
FAIS,-44.1537,-78.089,Faisalabad
LAHO,11.3923,-14.5312,Lahore
PESH,-39.7333,19.0392,Peshawar
KARA,-36.1334,14.9441,Karachi
GWAD,25.1609,-176.3226,Gwadar
QUET,-38.8714,55.2884,Quetta
RAWA,69.1893,111.1306,Rawalpindi
MULT,-35.3292,122.8322,Multan
SIAL,-89.4747,67.1768,Sialkot
GWAD,74.0186,-91.4874,Gwadar
KARA,-82.0433,25.3515,Karachi
GUJR,-14.1252,93.2508,Gujranwala
KARA,37.8098,148.7293,Karachi
KARA,-38.6605,-164.8049,Karachi
PESH,-30.8868,-144.0986,Peshawar
ISLA,-24.4719,143.4965,Islamabad
QUET,-83.7439,-50.0864,Quetta
FAIS,62.7053,122.2417,Faisalabad
RAWA,79.596,-148.1269,Rawalpindi
SUKK,-14.3987,-71.4744,Sukkur
SUKK,56.569,162.1978,Sukkur
GWAD,-4.9843,64.586,Gwadar
FAIS,54.8231,-109.9139,Faisalabad
FAIS,21.0551,107.0402,Faisalabad
RAWA,-13.6244,71.9574,Rawalpindi
ISLA,-84.8223,-7.4508,Islamabad
ISLA,17.4608,97.952,Islamabad
SIAL,-52.189,9.1284,Sialkot
LAHO,88.5005,48.9536,Lahore
SUKK,1.5584,133.6444,Sukkur
FAIS,7.9038,-49.1542,Faisalabad
FAIS,-15.672,61.9306,Faisalabad
MULT,-87.9335,147.1738,Multan
ISLA,83.4895,159.123,Islamabad
QUET,83.0898,-43.9556,Quetta
SUKK,-34.6206,-16.7222,Sukkur
SIAL,37.7414,156.1806,Sialkot
ISLA,-62.4628,64.218,Islamabad
GUJR,9.9888,4.9232,Gujranwala
RAWA,-35.2553,58.8532,Rawalpindi
LAHO,59.4301,109.9577,Lahore
SIAL,-37.7731,71.7932,Sialkot
ISLA,45.0641,20.5161,Islamabad
LAHO,51.3496,33.1811,Lahore
QUET,-33.0754,-92.4102,Quetta
ISLA,18.536,170.5565,Islamabad
GWAD,10.0798,165.5336,Gwadar
KARA,-16.8603,15.8894,Karachi
LAHO,-30.34,-92.9724,Lahore
RAWA,0.983,83.0114,Rawalpindi
SIAL,-4.1234,-26.1075,Sialkot
SUKK,-76.9789,136.2677,Sukkur
PESH,54.2754,-88.064,Peshawar
SIAL,-16.1587,22.355,Sialkot
SUKK,-62.2544,-125.6062,Sukkur
GUJR,-58.8388,-133.5007,Gujranwala
SUKK,-61.429,177.9887,Sukkur
SUKK,-29.6385,177.3587,Sukkur
ISLA,15.9804,-149.7357,Islamabad
MULT,12.5846,-25.0406,Multan
SIAL,-27.8102,166.2184,Sialkot
SUKK,82.5567,-36.952,Sukkur
SIAL,-59.4192,137.9794,Sialkot
GWAD,71.2327,115.943,Gwadar
GWAD,-68.6987,39.5419,Gwadar
KARA,-74.2063,-76.6714,Karachi
PESH,-37.6651,135.7911,Peshawar
RAWA,43.9515,158.9455,Rawalpindi
RAWA,61.7157,69.9262,Rawalpindi
QUET,-76.4628,-154.1587,Quetta
MULT,-18.9124,-125.0341,Multan
PESH,75.7983,-118.7096,Peshawar
QUET,-89.379,-57.081,Quetta
GWAD,-36.6906,-76.923,Gwadar
ISLA,53.6817,-19.84,Islamabad
RAWA,-72.6189,-42.7799,Rawalpindi
FAIS,-35.5206,105.3989,Faisalabad
PESH,2.1811,116.1899,Peshawar
QUET,-27.6856,43.1256,Quetta
KARA,-30.2226,-97.9695,Karachi
FAIS,32.3111,-30.4315,Faisalabad
KARA,8.1326,168.8536,Karachi
ISLA,-37.0682,-97.8589,Islamabad
ISLA,6.862,108.6006,Islamabad
ISLA,-61.8014,116.6277,Islamabad
LAHO,-67.1846,-92.9909,Lahore
GUJR,-19.8013,-39.114,Gujranwala
QUET,-76.6841,-159.7129,Quetta
SIAL,-47.4667,51.726,Sialkot
GWAD,-5.8238,-130.9942,Gwadar
SIAL,-13.9479,125.6335,Sialkot
LAHO,51.2275,-101.4778,Lahore
SIAL,71.0695,-37.2705,Sialkot
QUET,-40.8575,-148.5234,Quetta
SIAL,31.9326,65.0363,Sialkot
RAWA,-40.5649,120.8955,Rawalpindi
GUJR,-15.6152,19.2438,Gujranwala
SUKK,-72.8739,3.2586,Sukkur
SUKK,-32.9078,32.6132,Sukkur
ISLA,-49.1531,62.0809,Islamabad
GWAD,33.6041,-105.0587,Gwadar
LAHO,-4.443,-136.4939,Lahore
QUET,-61.0898,-101.0838,Quetta
QUET,78.7566,172.8025,Quetta
GUJR,66.0401,117.7265,Gujranwala
LAHO,-2.7999,133.4326,Lahore
LAHO,-65.5185,-29.668,Lahore
SIAL,-32.2371,174.9469,Sialkot
RAWA,-38.3512,-94.6141,Rawalpindi
GUJR,-12.3946,-42.996,Gujranwala
GUJR,71.6943,-36.7765,Gujranwala
ISLA,10.4327,64.3839,Islamabad
SIAL,-37.3742,9.6359,Sialkot
GWAD,27.7443,-7.176,Gwadar
FAIS,-32.8891,8.7965,Faisalabad
ISLA,-49.1008,-178.5039,Islamabad
LAHO,70.7901,77.618,Lahore
LAHO,-46.7919,64.2857,Lahore
MULT,-23.7864,-65.4938,Multan
KARA,42.5998,46.0775,Karachi
MULT,36.954,-122.1438,Multan
LAHO,-67.239,-102.5939,Lahore
MULT,35.4065,-159.9221,Multan
ISLA,10.2,-158.8222,Islamabad
MULT,81.1963,13.1254,Multan
SIAL,71.2551,168.5881,Sialkot
GUJR,42.5188,86.4692,Gujranwala
KARA,16.7309,11.2624,Karachi
SUKK,47.4674,110.1439,Sukkur
ISLA,48.8924,-151.3766,Islamabad
ISLA,-69.8851,2.596,Islamabad
SIAL,14.506,-102.8717,Sialkot
FAIS,72.2892,-107.3438,Faisalabad
RAWA,30.5316,1.1261,Rawalpindi
MULT,-8.3758,-37.1289,Multan
MULT,-46.4048,-103.819,Multan
QUET,-65.4159,-128.9683,Quetta
LAHO,-43.7698,-18.1164,Lahore
SIAL,-0.5621,8.5341,Sialkot
LAHO,-32.9923,-100.7659,Lahore
SUKK,-25.3182,139.8636,Sukkur
ISLA,50.3647,39.075,Islamabad
RAWA,31.2994,57.5341,Rawalpindi
GWAD,-1.59,-106.9497,Gwadar
SIAL,18.7584,87.1904,Sialkot
MULT,-56.2841,-161.2386,Multan
RAWA,76.7934,-34.7145,Rawalpindi
QUET,-74.9584,-62.5568,Quetta
QUET,-81.2865,162.953,Quetta
RAWA,-88.3223,-71.7471,Rawalpindi
MULT,64.7936,-126.6227,Multan
RAWA,-68.8455,61.9847,Rawalpindi
PESH,-54.1715,-174.3205,Peshawar
MULT,89.1047,-56.7527,Multan
SIAL,-20.7796,44.5496,Sialkot
ISLA,-69.4439,-161.712,Islamabad
GWAD,-71.3742,-54.57,Gwadar
LAHO,-33.7832,26.9107,Lahore
FAIS,-56.5583,140.0385,Faisalabad
QUET,-49.2118,-67.4783,Quetta
GUJR,-56.6417,-160.0987,Gujranwala
PESH,33.6833,-58.171,Peshawar
PESH,75.4069,153.1361,Peshawar
GWAD,20.6678,44.5183,Gwadar
PESH,-79.3326,44.4087,Peshawar
PESH,-68.4546,-49.934,Peshawar
RAWA,28.6302,-177.5556,Rawalpindi
GWAD,71.0636,168.2526,Gwadar
GWAD,72.6024,-60.6493,Gwadar
GUJR,65.5764,127.6023,Gujranwala
SIAL,-79.0265,13.5054,Sialkot
ISLA,-57.9338,-122.6884,Islamabad
MULT,-63.8398,-60.7944,Multan
QUET,46.4012,-71.8185,Quetta
MULT,51.4108,-37.1394,Multan
RAWA,89.3169,-29.556,Rawalpindi
ISLA,28.5937,92.2626,Islamabad
GUJR,-52.9461,-124.6923,Gujranwala
RAWA,21.4305,-80.7983,Rawalpindi
SUKK,-77.5148,-66.3432,Sukkur
RAWA,-46.3277,-136.5178,Rawalpindi
SIAL,-53.4535,-21.7529,Sialkot
FAIS,-83.7633,105.4196,Faisalabad
SUKK,83.9431,97.5658,Sukkur
ISLA,11.3626,-150.6644,Islamabad
KARA,51.2782,9.939,Karachi
GUJR,-33.0462,83.123,Gujranwala
LAHO,0.369,45.7529,Lahore
RAWA,-60.5034,21.3909,Rawalpindi
LAHO,71.772,75.357,Lahore
QUET,-60.7057,-19.4979,Quetta
GWAD,-53.8868,-38.5179,Gwadar
QUET,-48.5784,-148.7733,Quetta
LAHO,66.2769,-40.6749,Lahore
QUET,-72.2905,14.5404,Quetta
MULT,66.8467,-35.5656,Multan
FAIS,82.8082,-73.473,Faisalabad
KARA,38.9535,103.3324,Karachi
FAIS,-48.082,60.2325,Faisalabad
RAWA,-38.9768,-88.7367,Rawalpindi
SUKK,-88.1065,69.9809,Sukkur
LAHO,-43.6573,127.8809,Lahore
MULT,32.0121,165.9605,Multan
KARA,31.5973,-108.4087,Karachi
LAHO,-82.6861,179.4595,Lahore
FAIS,-10.6087,-145.6424,Faisalabad
QUET,-80.5675,-131.3348,Quetta
SUKK,32.5064,-20.8519,Sukkur
SUKK,81.7138,-61.0729,Sukkur
GUJR,-23.3958,105.0343,Gujranwala
SIAL,34.5203,-138.6631,Sialkot
ISLA,-14.6302,64.1965,Islamabad
GWAD,51.3826,-77.0566,Gwadar
QUET,-14.5313,42.1354,Quetta
GWAD,67.797,-175.0354,Gwadar
QUET,85.3482,-107.2252,Quetta
PESH,-23.4765,116.6059,Peshawar
ISLA,18.9744,-158.6843,Islamabad
RAWA,-67.1564,-8.1941,Rawalpindi
LAHO,36.0441,96.8582,Lahore
GWAD,-29.4015,123.3413,Gwadar
MULT,36.2728,1.9369,Multan
FAIS,-4.209,-29.1777,Faisalabad
MULT,84.235,-29.0643,Multan
ISLA,-29.6227,-43.2982,Islamabad
SIAL,19.3656,104.7483,Sialkot
SIAL,61.0578,-145.6923,Sialkot
PESH,44.8537,60.5193,Peshawar
